"image_id","category_id","x_left","y_top","bbox_width","bbox_height","y_bottom","x_right"
"3be038fa101b2381d9aaa72996e2cbc5",7,1628.83771532185,509.804111245466,107.227561196736,102.152357920193,610.956469165659,1735.06527651859
"3be038fa101b2381d9aaa72996e2cbc5",7,1769.04261106074,757.308343409916,107.227561196736,102.152357920193,858.460701330109,1875.27017225748
"3be038fa101b2381d9aaa72996e2cbc5",7,1840.31550317316,657.494558645708,107.227561196736,102.152357920193,758.646916565901,1946.5430643699
"3be038fa101b2381d9aaa72996e2cbc5",7,1732.87579329102,649.617896009674,107.227561196736,102.152357920193,750.770253929867,1839.10335448776
"3be038fa101b2381d9aaa72996e2cbc5",7,1528.42067089755,493.620314389359,107.227561196736,102.152357920193,594.772672309553,1634.64823209429
"3be038fa101b2381d9aaa72996e2cbc5",7,1622.67089755213,633.864570737606,107.227561196736,102.152357920193,735.0169286578,1728.89845874887
"3be038fa101b2381d9aaa72996e2cbc5",7,1780.74705349048,1593.88149939541,107.227561196736,102.152357920193,1695.0338573156,1886.97461468722
"3be038fa101b2381d9aaa72996e2cbc5",7,1520.12511332729,676.84885126965,107.227561196736,102.152357920193,778.001209189843,1626.35267452403
"3be038fa101b2381d9aaa72996e2cbc5",7,1877.33816863101,1593.45102781137,107.227561196736,102.152357920193,1694.60338573156,1983.56572982774
"3be038fa101b2381d9aaa72996e2cbc5",7,1775.00453309157,1700.49576783555,107.227561196736,102.152357920193,1801.64812575574,1881.2320942883
"3be038fa101b2381d9aaa72996e2cbc5",7,1884.57298277425,1700.28053204353,107.227561196736,102.152357920193,1801.43288996372,1990.80054397099
"3be038fa101b2381d9aaa72996e2cbc5",7,1406.94288304624,1917.13905683192,107.227561196736,102.152357920193,2018.29141475212,1513.17044424297
"3be038fa101b2381d9aaa72996e2cbc5",7,1623.73889392566,737.064087061669,107.227561196736,102.152357920193,838.216444981862,1729.96645512239
"3be038fa101b2381d9aaa72996e2cbc5",7,1825.42157751587,1086.96493349456,107.227561196736,102.152357920193,1188.11729141475,1931.6491387126
"3be038fa101b2381d9aaa72996e2cbc5",7,1927.3309156845,1334.46916565901,107.227561196736,85.4486094316807,1418.91777509069,2033.55847688123
"3be038fa101b2381d9aaa72996e2cbc5",7,1856.05802357208,1380.22249093108,83.8259292837708,80.5562273276902,1459.77871825877,1938.88395285585
"3be038fa101b2381d9aaa72996e2cbc5",7,1429.70081595648,1314.25392986699,107.227561196736,102.152357920193,1415.40628778718,1535.92837715322
"3be038fa101b2381d9aaa72996e2cbc5",7,1452.46600181324,1413.63724304716,107.227561196736,102.152357920194,1514.78960096735,1558.69356300997
"3be038fa101b2381d9aaa72996e2cbc5",7,1567.14052583862,1415.97581620314,107.227561196736,102.152357920193,1517.12817412334,1673.36808703536
"3be038fa101b2381d9aaa72996e2cbc5",7,2461.12783318223,1536.43530834341,107.227561196736,102.152357920193,1637.5876662636,2567.35539437897
"3be038fa101b2381d9aaa72996e2cbc5",7,1935.20217588395,1094.62636033857,94.4623753399818,102.152357920193,1195.77871825877,2028.66455122393
"3be038fa101b2381d9aaa72996e2cbc5",7,1360.76881233001,540.449818621524,107.227561196736,102.152357920193,641.602176541717,1466.99637352675
"3be038fa101b2381d9aaa72996e2cbc5",7,1929.88395285585,1413.63724304716,107.227561196736,102.152357920193,1514.78960096735,2036.11151405258
"3be038fa101b2381d9aaa72996e2cbc5",7,2437.72620126927,1433.85247883918,107.227561196736,102.152357920193,1535.00483675937,2543.953762466
"3be038fa101b2381d9aaa72996e2cbc5",7,1843.29283771532,984.812575574365,107.227561196736,102.152357920193,1085.96493349456,1949.52039891206
"3be038fa101b2381d9aaa72996e2cbc5",7,1940.09610154125,999.920193470375,107.227561196736,102.152357920193,1101.07255139057,2046.32366273799
"3be038fa101b2381d9aaa72996e2cbc5",7,2348.36990027199,1536.00483675937,107.227561196736,102.152357920193,1637.15719467957,2454.59746146872
"3be038fa101b2381d9aaa72996e2cbc5",24,576.568548387097,948.129032258065,90.8387096774194,85.1612903225807,1032.29032258065,666.407258064516
"3be038fa101b2381d9aaa72996e2cbc5",24,1184.05241935484,723.870967741935,88,105.032258064516,827.903225806452,1271.05241935484
"3be038fa101b2381d9aaa72996e2cbc5",24,1061.98790322581,1362.58064516129,67.8185483870966,90.8387096774192,1452.41935483871,1128.8064516129
"3be038fa101b2381d9aaa72996e2cbc5",24,1127.27822580645,1433.54838709677,93.6774193548387,62.4516129032258,1495,1219.95564516129
"3be038fa101b2381d9aaa72996e2cbc5",24,1127.27822580645,689.806451612903,65.2903225806452,65.2903225806452,754.096774193548,1191.5685483871
"3be038fa101b2381d9aaa72996e2cbc5",24,1184.05241935484,1890.58064516129,93.6774193548387,90.8387096774194,1980.41935483871,1276.72983870968
"39183fa3f76457b94d7eebef89b2105c",14,862.926563916591,1018.96977025393,127.651858567543,119.071342200726,1137.04111245466,989.578422484134
"39183fa3f76457b94d7eebef89b2105c",14,1125.67724388033,1095.36880290206,127.651858567543,119.071342200726,1213.44014510278,1252.32910244787
"39183fa3f76457b94d7eebef89b2105c",14,1411.40525838622,719.743651753325,127.651858567543,119.071342200726,837.814993954051,1538.05711695376
"39183fa3f76457b94d7eebef89b2105c",14,1400.98096101541,641.006045949214,127.651858567543,77.5646916565906,717.570737605805,1527.63281958296
"39183fa3f76457b94d7eebef89b2105c",14,2598.14324569356,425.625151148731,127.651858567543,119.071342200726,543.696493349456,2724.79510426111
"39183fa3f76457b94d7eebef89b2105c",14,772.509519492294,1135.36880290206,127.651858567543,119.071342200726,1253.44014510278,899.161378059837
"5b7d601b5a184c4cd44d7c51871df8a2",20,965.471774193548,499.612903225806,65.2903225806452,113.548387096774,612.161290322581,1029.76209677419
"5b7d601b5a184c4cd44d7c51871df8a2",20,1405.47177419355,743.741935483871,85.1612903225807,110.709677419355,853.451612903226,1489.63306451613
"5b7d601b5a184c4cd44d7c51871df8a2",20,1476.43951612903,698.322580645161,105.032258064516,141.935483870968,839.258064516129,1580.47177419355
"5b7d601b5a184c4cd44d7c51871df8a2",20,1501.98790322581,553.548387096774,107.870967741935,127.741935483871,680.290322580645,1608.85887096774
"f2505f824a29b8ebf3e9ed17d47fcd51",18,1554.79963735267,629.833131801693,71.4850407978241,102.152357920193,730.985489721887,1625.2846781505
"f2505f824a29b8ebf3e9ed17d47fcd51",18,2177.52855847688,1505.57436517533,94.674524025386,113.540507859734,1618.11487303507,2271.20308250227
"f2505f824a29b8ebf3e9ed17d47fcd51",18,2269.65004533092,1541.11245465538,124.674524025385,102.152357920193,1642.26481257557,2393.3245693563
"f2505f824a29b8ebf3e9ed17d47fcd51",18,1316.73073436083,551.622732769045,92.5457842248414,77.5646916565902,628.187424425635,1408.27651858568
"f2505f824a29b8ebf3e9ed17d47fcd51",18,1751.38349954669,348.914147521161,71.4850407978241,102.152357920193,450.066505441354,1821.86854034451
"f2505f824a29b8ebf3e9ed17d47fcd51",18,1100.14687216682,943.736396614269,71.4850407978241,102.152357920193,1044.88875453446,1170.63191296464
